センサー1,センサー2,検査要否
0.41485990503851894,0.0517615261525633,0.0
-0.2903417326494453,0.5818914674989315,0.0
0.13718757757880698,0.7977434102374561,0.0
0.7356284636496033,0.3864262934098126,0.0
0.12470631091992807,-0.18325583165796971,0.0
0.031038776268267787,0.03902991930891231,0.0
0.4449144904686445,0.3763834032100626,0.0
0.018838704310216114,0.4578488539006182,0.0
-0.7391529133459445,-0.11361836786887664,0.0
0.6448270600803999,0.12384109766605071,0.0
-0.48293898699415205,-0.17598790488582405,0.0
0.18136049152898875,0.4387485534195429,0.0
-0.6693405913846286,-0.1338647080766304,0.0
-0.045122799334774685,-0.11686148293769977,0.0
0.5587157988957374,0.2757010742131255,0.0
-0.55355993274533,0.0104447727342942,0.0
-0.06702553783433793,-0.7062623319611935,0.0
-0.6579210621073965,0.12358574817486037,0.0
0.6359456265012926,-0.18046972779843548,0.0
-0.4780228624955737,0.053187768319981524,0.0
-0.2950867326689933,-0.5280737979358806,0.0
-0.5181628200037008,-0.10890432223916208,0.0
0.6437848401768108,-0.17094455258856053,0.0
-0.27778136065242537,-0.53803756341575,0.0
0.5165905952992398,-0.45744310752189193,0.0
0.3523246909685459,0.5150936719743564,0.0
0.33602462181518894,0.507511336363216,0.0
0.30009395407331696,-0.5564770134936852,0.0
-0.3536767338489403,0.6618726456366335,0.0
0.3900725750279349,0.1697909950578691,0.0
0.38700229157243426,-0.28894281930994425,0.0
-0.7751531148836943,0.36242608194464065,0.0
0.21031620654727126,-1.058610490925791,0.0
0.3622768774577402,-0.10681915879710308,0.0
0.4597880293580212,-0.26136249642981063,0.0
-0.3765217134384842,-0.5595093829778803,0.0
-0.024328222264995446,-0.08975654545017675,0.0
-0.314896469387223,0.5236654920956436,0.0
-0.05895998029051772,0.5819909200739711,0.0
0.17237404376032098,-0.42564856747987834,0.0
-0.5532466690945377,0.23954472936942822,0.0
0.288443150585002,-0.41469803349257406,0.0
-0.2089629523532231,-0.26885284252429853,0.0
-0.42014516356088855,-0.42102512316576907,0.0
0.47462508125962005,0.3568665252820376,0.0
0.4400893480414917,0.08437726418846125,0.0
-0.2781758468159131,0.2117206262121462,0.0
-0.3978613655009412,-0.18393770371937834,0.0
0.019141251931278247,0.3281369818651269,0.0
-0.3385613577141524,0.35168555177384087,0.0
0.2812740609972566,-0.11803667799262754,0.0
-0.26707391424813964,0.08538069699647116,0.0
1.0055838300928537,0.16077804151804587,0.0
-0.42029235219563954,-0.1586985713593297,0.0
-0.8040125823139053,0.5067990183449271,1.0
-0.5898184309275184,-1.0279301001712655,1.0
0.9387589392539257,0.2670100606275154,1.0
-0.1573270504202281,0.8889640163060609,1.0
0.6501714228224706,0.9328827062541634,1.0
0.988765952969686,0.48421459121222044,1.0
0.3454029770377043,0.6663587449484064,1.0
-0.6051454276673645,0.8878046842285314,1.0
-0.759600428630879,0.704731440145034,1.0
-0.8883949754338898,0.017163201466060596,1.0
-0.8341973609465493,0.4640930815949125,1.0
-0.37208005216947704,-1.0417738965756516,1.0
0.14816195250720834,1.071880039318317,1.0
0.7963334151761203,-0.6449742008426061,1.0
1.0095947634876772,0.22736631699104518,1.0
-0.2532807080256817,-0.8923405669132756,1.0
-0.6282396236329159,0.7285913538521176,1.0
-0.895744084386706,-0.286559655507753,1.0
0.5604918406351103,1.15299241535611,1.0
0.19259352245176659,1.1695141097628863,1.0
0.39816175984429497,-0.8177904921278093,1.0
0.9956499716088124,-0.523586959718833,1.0
-0.4568124531728777,1.0421056655741245,1.0
-0.3457978411534821,-0.8509930478148117,1.0
0.5892514403935954,-0.5387177492830588,1.0
0.9282442654328558,-0.40596955486531744,1.0
0.7711748751250556,0.429104861752396,1.0
1.2149445741227294,0.4077342704909773,1.0
0.5633854382276449,0.7633317854078684,1.0
0.8396455208610367,-0.3020324658271192,1.0
0.596096285461119,0.3129599811007533,1.0
-0.8457616680423581,0.12350576456713713,1.0
1.1133116457662842,-0.5916557704100235,1.0
-1.169106705381623,-0.38498988644474774,1.0
-0.41037688376088466,-1.1578765524395251,1.0
-0.3935962379702739,1.307678910362844,1.0
-0.6630988396908188,-0.9867590047962307,1.0
0.5700474462093224,-1.130472054642047,1.0
1.162637393458548,0.3375325222556884,1.0
-0.17099643074882862,-1.1173043766597268,1.0
1.067661046241099,-0.3173013949350002,1.0
-0.27398196052674606,-0.8247657962447426,1.0
-0.1978599551876286,1.1064331297454622,1.0
-0.07885297222033077,-1.0566906599500967,1.0
1.0212209922958544,0.8855698344274063,1.0
-0.8651032758890738,0.34739745769231745,1.0
0.8346432012521935,-0.21986686746633344,1.0
-0.4256511414650587,1.0632347585978823,1.0
0.01962396912585862,1.2837257123509402,1.0
1.0778365774482597,0.7509720475345395,1.0
0.6210089947292066,-0.12256278392013284,1.0
-0.1851552535540285,-0.4118138911944549,1.0
0.5642988303075077,0.8619216400166387,1.0
-0.029924930694462934,0.9554652803790158,1.0
-1.2384522202248518,-0.08715703475350234,1.0
1.1169850566519954,0.28836108512501313,1.0
-0.929693913572674,-0.40050969798800706,1.0
0.483505108616629,0.837131071064285,1.0
-1.0926695556358648,-0.39993347367299936,1.0
-0.20035309786479244,-0.592154607670513,1.0
0.9588702246076054,0.5754950627839526,1.0
-0.9824137195547017,0.2675136925578737,1.0
-0.23816634308335002,-1.1760610386204602,1.0
-1.0869738462901644,0.3803223999895461,1.0
1.1115190466283162,-0.026100294073084507,1.0
-0.9653591846759765,-0.05863042824783413,1.0
-0.5528595109565169,-0.9565048831455456,1.0
-1.0159764655015726,-0.15561164881775397,1.0
1.113792448952448,-0.3415108086095203,1.0
-0.7056450492778523,-0.7967510419124137,1.0
0.9272881257279377,-0.7426229428885754,1.0
0.6771091399376147,0.8952450388111184,1.0
0.6564850180478368,0.8913148465691733,1.0
0.476511855746929,-1.0243196408472428,1.0
-0.753852379533628,0.9616383084481757,1.0
0.6436348686829728,0.6007273746272856,1.0
0.8360279378484806,-0.5088881965888926,1.0
-1.063338676945961,0.7710201125163751,1.0
0.21286749272265967,-1.5586039818222737,1.0
0.28715782552062885,-0.6011440803174222,1.0
0.831303170002326,-0.5959913957676329,1.0
-0.7330123802202684,-0.9101008895742024,1.0
-0.021367495750784282,-0.5897477794718424,1.0
-0.6059821012194839,0.9301985841568108,1.0
-0.12140184224103637,1.0780766121435492,1.0
0.5691518332700196,-0.7298974553197474,1.0
-1.0030744466050299,0.4578449139318129,1.0
0.7762916667000566,-0.5242600037392766,1.0
-0.4676857369840003,-0.6967109039335659,1.0
-0.7809620966476045,-0.7671625825628939,1.0
0.850207897723648,0.6869234112531506,1.0
0.9151193280314835,-0.07165644406301866,1.0
-0.7536187311960746,0.36649163025448084,1.0
-0.8384295112689707,-0.4203688965314104,1.0
-0.3998574419313902,0.6009741027658171,1.0
-0.2978505308500863,0.8500254243267442,1.0
0.6919314596454947,-0.40327429987210883,1.0
-0.7144452068260215,-0.13791042816795446,1.0
1.505502518824428,0.16979495101650555,1.0
-0.790857748848187,-0.49437890561163605,1.0
