median_house_value,longitude,latitude,median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
271400.0,-118.03,33.71,26.0,1483.0,251.0,738.0,235.0,6.0,<1H OCEAN
257400.0,-117.68,33.63,13.0,5830.0,921.0,2897.0,891.0,6.2403,<1H OCEAN
100800.0,-118.3,33.95,41.0,2057.0,550.0,1805.0,506.0,1.2455,<1H OCEAN
158500.0,-118.2,33.98,30.0,2369.0,753.0,3259.0,770.0,2.1964,<1H OCEAN
191900.0,-118.35,33.93,26.0,3156.0,857.0,2394.0,787.0,3.01,<1H OCEAN
155500.0,-118.43,34.29,38.0,1704.0,347.0,1384.0,374.0,2.865,<1H OCEAN
430900.0,-117.92,33.67,14.0,6224.0,1679.0,3148.0,1589.0,4.2071,<1H OCEAN
181600.0,-118.12,34.06,17.0,5137.0,1614.0,4945.0,1535.0,2.4599,<1H OCEAN
150000.0,-118.14,33.97,36.0,1407.0,385.0,1763.0,350.0,2.6364,<1H OCEAN
313700.0,-118.36,33.99,35.0,3702.0,648.0,1449.0,614.0,5.3194,<1H OCEAN
164000.0,-121.35,38.62,28.0,4175.0,796.0,2032.0,830.0,3.4299,INLAND
209200.0,-122.1,37.7,25.0,2973.0,622.0,1413.0,595.0,4.3819,NEAR BAY
500001.0,-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,INLAND
131600.0,-123.8,39.46,35.0,1718.0,345.0,698.0,299.0,2.9243,<1H OCEAN
52200.0,-119.82,36.19,33.0,1293.0,272.0,694.0,229.0,2.0221,INLAND
282100.0,-122.26,37.77,52.0,1670.0,350.0,793.0,299.0,2.9732,NEAR BAY
254200.0,-117.04,32.81,12.0,2880.0,406.0,1381.0,418.0,6.5412,<1H OCEAN
153900.0,-121.45,38.58,44.0,2314.0,415.0,796.0,388.0,3.4914,INLAND
68400.0,-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,NEAR OCEAN
191100.0,-118.17,33.77,45.0,2508.0,797.0,1340.0,720.0,2.6786,NEAR OCEAN
118800.0,-118.29,34.02,26.0,2001.0,582.0,2044.0,557.0,1.1563,<1H OCEAN
500001.0,-118.09,34.12,45.0,2966.0,415.0,1231.0,409.0,7.8347,<1H OCEAN
104800.0,-120.38,37.97,47.0,1060.0,219.0,496.0,205.0,2.5781,INLAND
294300.0,-121.98,37.33,35.0,1907.0,326.0,912.0,313.0,5.9567,<1H OCEAN
112300.0,-117.38,34.06,17.0,3139.0,569.0,1612.0,516.0,3.3571,INLAND
121800.0,-121.64,39.74,20.0,1808.0,334.0,763.0,335.0,2.3711,INLAND
274600.0,-121.91,37.24,24.0,5046.0,1001.0,2449.0,968.0,4.7118,<1H OCEAN
187500.0,-117.97,33.76,28.0,1386.0,272.0,901.0,294.0,4.7464,<1H OCEAN
162500.0,-122.7,39.0,18.0,793.0,148.0,186.0,59.0,2.3125,INLAND
239300.0,-122.47,37.72,43.0,968.0,199.0,434.0,162.0,2.5333,NEAR OCEAN
255500.0,-121.97,37.4,17.0,2937.0,558.0,1662.0,533.0,5.8792,<1H OCEAN
147500.0,-117.24,33.2,25.0,1631.0,415.0,1045.0,386.0,2.4505,<1H OCEAN
265900.0,-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,<1H OCEAN
96700.0,-121.65,39.76,31.0,1599.0,318.0,794.0,303.0,3.0,INLAND
170800.0,-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,3.745,<1H OCEAN
204700.0,-117.85,33.76,26.0,2312.0,525.0,1273.0,437.0,2.8828,<1H OCEAN
63400.0,-121.62,39.13,41.0,1147.0,243.0,583.0,239.0,2.2431,INLAND
267400.0,-118.62,34.19,35.0,1934.0,307.0,905.0,315.0,5.5101,<1H OCEAN
139600.0,-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,<1H OCEAN
150000.0,-120.45,34.64,34.0,2571.0,499.0,1105.0,451.0,3.7778,NEAR OCEAN
187200.0,-116.86,32.8,19.0,1747.0,291.0,848.0,290.0,4.875,<1H OCEAN
66100.0,-120.6,37.35,34.0,1722.0,316.0,904.0,315.0,2.4653,INLAND
350000.0,-122.47,37.76,52.0,4001.0,809.0,1886.0,756.0,3.3239,NEAR BAY
133800.0,-117.3,33.26,23.0,1678.0,275.0,1227.0,264.0,4.1713,<1H OCEAN
318500.0,-122.48,37.51,22.0,1564.0,278.0,761.0,270.0,4.7578,NEAR OCEAN
183000.0,-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,INLAND
157100.0,-116.95,32.73,17.0,1635.0,272.0,960.0,279.0,5.2671,<1H OCEAN
68600.0,-115.57,32.8,33.0,1192.0,213.0,1066.0,211.0,4.5714,INLAND
52600.0,-120.12,41.4,33.0,2820.0,515.0,976.0,403.0,2.6062,INLAND
144400.0,-117.87,33.75,14.0,5526.0,1916.0,6799.0,1796.0,2.6561,<1H OCEAN
168800.0,-118.24,34.12,29.0,2904.0,892.0,3320.0,765.0,2.6111,<1H OCEAN
207000.0,-121.99,36.99,16.0,1592.0,369.0,1039.0,351.0,3.6364,NEAR OCEAN
195100.0,-122.37,38.33,29.0,1868.0,291.0,764.0,284.0,4.825,NEAR BAY
353600.0,-122.49,37.76,49.0,1724.0,295.0,795.0,297.0,4.3977,NEAR BAY
500001.0,-118.37,33.77,26.0,6339.0,876.0,2540.0,880.0,10.1447,NEAR OCEAN
67300.0,-121.47,38.48,24.0,2359.0,462.0,2048.0,476.0,3.2702,INLAND
74000.0,-116.19,33.69,11.0,5692.0,1346.0,5682.0,1273.0,2.5383,INLAND
185700.0,-122.59,38.58,18.0,3753.0,752.0,1454.0,668.0,3.7585,<1H OCEAN
160400.0,-118.19,33.8,38.0,2010.0,595.0,1535.0,525.0,1.9848,NEAR OCEAN
234600.0,-118.05,33.81,26.0,2523.0,437.0,1377.0,450.0,5.2542,<1H OCEAN
294400.0,-122.1,37.9,38.0,827.0,144.0,368.0,136.0,6.5095,NEAR BAY
134700.0,-122.7,38.99,18.0,1177.0,224.0,181.0,105.0,2.3558,INLAND
191700.0,-118.13,34.09,42.0,700.0,212.0,662.0,210.0,3.0078,<1H OCEAN
270900.0,-122.28,37.89,52.0,2616.0,473.0,1085.0,487.0,4.125,NEAR BAY
228900.0,-122.45,37.72,45.0,964.0,173.0,613.0,201.0,2.9119,NEAR BAY
271500.0,-121.78,37.31,25.0,2093.0,297.0,983.0,338.0,6.4664,<1H OCEAN
96300.0,-122.03,38.69,23.0,1796.0,380.0,939.0,330.0,2.7955,INLAND
262100.0,-117.7,33.55,12.0,2459.0,390.0,1054.0,391.0,7.1736,<1H OCEAN
154600.0,-118.59,34.47,5.0,538.0,98.0,8733.0,105.0,4.2391,INLAND
280400.0,-121.37,38.58,37.0,2839.0,390.0,1006.0,400.0,7.3343,INLAND
162500.0,-117.72,33.63,15.0,1362.0,255.0,378.0,202.0,1.9,<1H OCEAN
197100.0,-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,<1H OCEAN
381900.0,-121.97,37.76,8.0,3743.0,581.0,1633.0,567.0,6.7027,<1H OCEAN
173200.0,-121.75,36.91,32.0,1461.0,422.0,1494.0,416.0,2.8056,<1H OCEAN
103600.0,-121.83,38.0,15.0,6365.0,1646.0,3838.0,1458.0,2.5495,INLAND
269100.0,-121.96,37.27,22.0,6114.0,1211.0,2983.0,1163.0,5.2533,<1H OCEAN
133100.0,-121.83,36.61,26.0,3723.0,789.0,2563.0,747.0,3.4531,<1H OCEAN
329400.0,-119.74,34.35,34.0,1664.0,292.0,705.0,257.0,5.0,NEAR OCEAN
164600.0,-118.28,34.03,40.0,2118.0,796.0,2195.0,658.0,1.7976,<1H OCEAN
245200.0,-122.08,37.97,9.0,2643.0,439.0,1105.0,467.0,6.6579,NEAR BAY
204100.0,-117.14,34.05,5.0,2634.0,359.0,1173.0,372.0,6.746,INLAND
383100.0,-119.74,34.45,29.0,2526.0,388.0,1092.0,409.0,6.0597,<1H OCEAN
68200.0,-116.53,33.95,18.0,2990.0,648.0,1280.0,532.0,2.625,INLAND
293800.0,-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607,NEAR BAY
244400.0,-118.03,33.82,17.0,1851.0,346.0,770.0,310.0,5.6093,<1H OCEAN
54400.0,-119.34,36.2,12.0,1632.0,378.0,1303.0,315.0,2.0333,INLAND
216700.0,-118.31,34.09,36.0,787.0,420.0,1506.0,360.0,1.2412,<1H OCEAN
252700.0,-118.27,34.16,48.0,1301.0,253.0,637.0,260.0,4.3438,<1H OCEAN
150500.0,-122.1,37.67,34.0,3659.0,897.0,2479.0,903.0,2.9564,NEAR BAY
398300.0,-118.48,34.01,40.0,2198.0,611.0,1023.0,567.0,3.755,<1H OCEAN
84200.0,-117.09,32.7,15.0,869.0,217.0,887.0,216.0,1.4583,NEAR OCEAN
386600.0,-122.01,37.83,30.0,3917.0,549.0,1330.0,544.0,6.5617,NEAR BAY
285200.0,-117.25,33.08,14.0,7208.0,1012.0,3097.0,1014.0,6.617,NEAR OCEAN
139800.0,-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,1.5,<1H OCEAN
98700.0,-121.4,38.63,31.0,1540.0,452.0,1079.0,444.0,1.8571,INLAND
67800.0,-119.35,36.19,6.0,958.0,226.0,734.0,230.0,1.0349,INLAND
219600.0,-118.1,33.84,36.0,1557.0,270.0,697.0,251.0,4.5417,<1H OCEAN
56100.0,-115.54,32.79,30.0,752.0,194.0,733.0,186.0,1.6607,INLAND
98000.0,-118.27,33.95,34.0,987.0,248.0,902.0,221.0,2.3365,<1H OCEAN
337500.0,-122.55,37.98,31.0,3807.0,828.0,1581.0,795.0,3.293,NEAR BAY
500001.0,-122.45,37.79,46.0,2009.0,464.0,761.0,453.0,3.7188,NEAR BAY
169300.0,-119.15,34.2,25.0,3445.0,898.0,5558.0,894.0,3.0972,NEAR OCEAN
244300.0,-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,NEAR BAY
261000.0,-122.02,37.4,35.0,2348.0,531.0,1475.0,498.0,4.35,<1H OCEAN
119200.0,-122.34,40.51,16.0,2247.0,502.0,1206.0,463.0,1.9946,INLAND
279900.0,-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,4.0391,NEAR BAY
187900.0,-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,INLAND
326800.0,-120.37,34.9,17.0,2649.0,386.0,1057.0,362.0,4.7813,<1H OCEAN
500001.0,-118.32,34.14,23.0,4574.0,1423.0,1624.0,995.0,4.0965,<1H OCEAN
127400.0,-117.15,34.06,25.0,3670.0,644.0,1815.0,634.0,4.0658,INLAND
201400.0,-121.28,38.77,6.0,3819.0,550.0,1738.0,587.0,5.8718,INLAND
340700.0,-122.25,37.82,52.0,2474.0,403.0,1104.0,398.0,5.883,NEAR BAY
161000.0,-122.01,37.98,34.0,1256.0,267.0,638.0,252.0,4.0507,NEAR BAY
425100.0,-121.96,37.76,8.0,3865.0,463.0,1548.0,432.0,9.7037,<1H OCEAN
373600.0,-122.02,37.33,25.0,3823.0,584.0,1689.0,571.0,7.3693,<1H OCEAN
289100.0,-122.72,38.48,23.0,2296.0,356.0,902.0,334.0,6.0298,<1H OCEAN
93800.0,-121.3,37.98,39.0,3375.0,659.0,1388.0,631.0,2.6364,INLAND
253700.0,-118.27,34.16,52.0,830.0,183.0,479.0,179.0,3.1397,<1H OCEAN
143800.0,-118.07,34.0,42.0,1392.0,351.0,1471.0,348.0,2.63,<1H OCEAN
107200.0,-118.23,33.92,32.0,2698.0,640.0,1953.0,613.0,1.2222,<1H OCEAN
206300.0,-118.26,34.16,19.0,2919.0,857.0,1866.0,811.0,3.1733,<1H OCEAN
191800.0,-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,INLAND
173900.0,-116.95,33.68,11.0,1183.0,178.0,543.0,147.0,4.4792,INLAND
272800.0,-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,<1H OCEAN
277400.0,-118.05,33.79,19.0,1863.0,355.0,1260.0,317.0,3.2465,<1H OCEAN
90600.0,-117.48,34.1,30.0,2287.0,531.0,1796.0,503.0,2.5833,INLAND
62100.0,-119.83,36.73,21.0,1702.0,358.0,1347.0,316.0,2.4137,INLAND
155400.0,-118.17,33.98,31.0,1236.0,329.0,1486.0,337.0,3.0938,<1H OCEAN
140400.0,-122.38,37.73,18.0,4037.0,990.0,2722.0,834.0,1.4282,NEAR BAY
229200.0,-118.65,34.27,23.0,1724.0,265.0,934.0,306.0,6.0783,<1H OCEAN
165500.0,-117.17,34.25,15.0,4236.0,753.0,703.0,255.0,3.5625,INLAND
68300.0,-117.29,34.57,22.0,1054.0,239.0,428.0,239.0,1.2548,INLAND
417600.0,-122.48,37.71,29.0,1048.0,150.0,455.0,152.0,6.1278,NEAR OCEAN
63700.0,-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,INLAND
40000.0,-122.06,37.39,22.0,1236.0,290.0,413.0,274.0,3.6875,NEAR BAY
88500.0,-117.47,33.94,34.0,559.0,139.0,532.0,137.0,3.0687,INLAND
72000.0,-121.99,39.15,17.0,6440.0,1204.0,3266.0,1142.0,2.7137,INLAND
210400.0,-122.31,38.34,19.0,4187.0,684.0,1827.0,605.0,4.5293,NEAR BAY
170700.0,-116.86,33.73,13.0,2604.0,443.0,978.0,417.0,2.933,INLAND
64700.0,-117.4,34.58,18.0,755.0,169.0,483.0,165.0,1.4196,INLAND
222100.0,-118.76,34.26,26.0,1929.0,293.0,1067.0,320.0,5.4038,<1H OCEAN
248700.0,-120.9,35.69,14.0,5020.0,909.0,2105.0,796.0,3.8158,<1H OCEAN
500001.0,-118.13,34.12,46.0,3156.0,430.0,1109.0,423.0,10.7397,<1H OCEAN
294500.0,-118.38,33.97,42.0,1859.0,337.0,813.0,326.0,6.019,<1H OCEAN
67500.0,-117.17,32.63,26.0,1617.0,279.0,2745.0,250.0,3.5357,NEAR OCEAN
293100.0,-116.89,32.67,9.0,2652.0,393.0,1355.0,362.0,6.2578,<1H OCEAN
150400.0,-121.39,38.63,34.0,1226.0,180.0,359.0,167.0,3.8068,INLAND
159400.0,-118.29,33.9,27.0,1013.0,394.0,1067.0,400.0,1.7714,<1H OCEAN
175000.0,-117.89,33.88,15.0,1655.0,626.0,1549.0,582.0,1.9127,<1H OCEAN
151800.0,-117.96,34.08,39.0,1076.0,338.0,1242.0,332.0,2.2679,<1H OCEAN
222800.0,-117.96,33.77,32.0,4398.0,905.0,2777.0,884.0,4.1321,<1H OCEAN
205000.0,-117.17,32.71,7.0,2493.0,693.0,951.0,641.0,4.2375,NEAR OCEAN
130700.0,-122.23,40.63,16.0,1141.0,220.0,563.0,200.0,2.3287,INLAND
415000.0,-122.32,37.56,26.0,2339.0,704.0,1283.0,654.0,3.162,NEAR OCEAN
187500.0,-122.24,38.25,33.0,213.0,36.0,91.0,33.0,4.9167,NEAR BAY
174800.0,-117.06,33.17,4.0,5465.0,974.0,2844.0,950.0,4.4477,<1H OCEAN
229400.0,-122.46,37.68,23.0,2812.0,769.0,1983.0,681.0,2.9413,NEAR OCEAN
147300.0,-121.28,38.68,16.0,3467.0,615.0,1478.0,601.0,3.75,INLAND
402300.0,-121.87,37.1,20.0,1918.0,304.0,798.0,302.0,7.5755,<1H OCEAN
198500.0,-118.13,34.06,30.0,1692.0,398.0,1130.0,365.0,2.8672,<1H OCEAN
146400.0,-121.36,38.63,28.0,6119.0,985.0,2631.0,934.0,4.875,INLAND
75700.0,-121.44,38.54,47.0,2518.0,501.0,1308.0,471.0,2.5389,INLAND
125700.0,-118.12,34.69,17.0,2479.0,390.0,1219.0,363.0,4.6417,INLAND
500001.0,-117.9,33.61,19.0,2897.0,413.0,860.0,367.0,13.1738,<1H OCEAN
316700.0,-119.86,34.38,28.0,1062.0,309.0,1058.0,305.0,1.5071,NEAR OCEAN
232600.0,-119.02,34.24,24.0,4650.0,748.0,2374.0,702.0,5.8838,<1H OCEAN
258200.0,-121.94,37.73,22.0,1980.0,291.0,861.0,290.0,6.2726,<1H OCEAN
181600.0,-122.13,37.67,38.0,2012.0,347.0,880.0,332.0,3.1734,NEAR BAY
68900.0,-120.79,38.54,34.0,1133.0,254.0,495.0,187.0,2.05,INLAND
178800.0,-121.53,38.61,5.0,8149.0,1913.0,2933.0,1616.0,3.6788,INLAND
208400.0,-118.13,33.9,36.0,1814.0,350.0,886.0,347.0,3.4868,<1H OCEAN
180400.0,-118.42,37.35,21.0,3302.0,557.0,1413.0,520.0,4.375,INLAND
203800.0,-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,NEAR BAY
452800.0,-121.92,36.55,44.0,3494.0,635.0,693.0,415.0,3.6,NEAR OCEAN
192200.0,-118.45,34.19,37.0,1073.0,254.0,739.0,253.0,2.4667,<1H OCEAN
72600.0,-122.38,40.58,34.0,1262.0,267.0,520.0,259.0,1.6983,INLAND
90600.0,-121.29,37.99,41.0,930.0,191.0,463.0,185.0,3.4141,INLAND
93800.0,-121.9,39.59,20.0,1465.0,278.0,745.0,250.0,3.0625,INLAND
225000.0,-121.9,36.6,33.0,2461.0,649.0,1234.0,601.0,2.8727,NEAR OCEAN
246600.0,-122.6,38.0,21.0,2198.0,462.0,1100.0,449.0,4.1098,<1H OCEAN
221000.0,-121.65,36.66,42.0,4261.0,840.0,2013.0,801.0,3.5288,<1H OCEAN
250900.0,-117.99,33.73,24.0,2104.0,421.0,1181.0,414.0,3.8365,<1H OCEAN
320200.0,-122.49,37.75,48.0,2181.0,419.0,1041.0,379.0,3.7361,NEAR OCEAN
151300.0,-121.35,38.72,2.0,21897.0,3513.0,8652.0,2873.0,4.5432,INLAND
421000.0,-121.93,37.33,44.0,2142.0,358.0,846.0,375.0,5.4273,<1H OCEAN
73400.0,-117.35,34.16,36.0,1717.0,348.0,1054.0,279.0,2.4444,INLAND
282700.0,-117.69,33.62,18.0,4265.0,581.0,2025.0,544.0,6.4598,<1H OCEAN
245300.0,-118.1,33.81,36.0,1111.0,184.0,444.0,177.0,3.7031,<1H OCEAN
118600.0,-118.32,33.98,49.0,1412.0,333.0,901.0,328.0,1.7067,<1H OCEAN
175000.0,-118.18,33.77,49.0,2297.0,759.0,1105.0,629.0,1.8388,NEAR OCEAN
84400.0,-121.99,38.36,33.0,146.0,31.0,75.0,31.0,3.5179,INLAND
206300.0,-118.0,33.9,35.0,1942.0,332.0,1127.0,325.0,4.5144,<1H OCEAN
247700.0,-118.22,34.14,52.0,1388.0,271.0,735.0,239.0,3.7404,<1H OCEAN
476300.0,-122.15,37.43,47.0,2600.0,490.0,1149.0,465.0,5.0203,NEAR BAY
138500.0,-118.0,34.07,34.0,1696.0,456.0,1609.0,426.0,2.25,INLAND
89700.0,-121.7,38.1,19.0,4896.0,1083.0,2150.0,905.0,3.3398,INLAND
208100.0,-121.44,37.73,7.0,8363.0,1314.0,3907.0,1068.0,5.3321,INLAND
68300.0,-116.98,33.93,33.0,376.0,83.0,267.0,88.0,2.1581,INLAND
232900.0,-118.62,34.22,34.0,2633.0,471.0,1313.0,428.0,4.0909,<1H OCEAN
500001.0,-117.3,32.85,28.0,2334.0,694.0,770.0,552.0,3.1324,NEAR OCEAN
94600.0,-121.32,37.98,20.0,1591.0,589.0,1916.0,536.0,1.3531,INLAND
89600.0,-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,INLAND
191900.0,-121.51,38.53,34.0,1613.0,265.0,631.0,266.0,4.25,INLAND
262500.0,-121.55,37.37,39.0,759.0,141.0,252.0,106.0,3.6964,INLAND
102800.0,-121.42,38.6,35.0,1166.0,193.0,574.0,190.0,2.2452,INLAND
395000.0,-119.75,34.45,26.0,3578.0,677.0,1504.0,618.0,4.1375,NEAR OCEAN
213100.0,-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,3.6058,NEAR OCEAN
102500.0,-117.87,33.75,12.0,2782.0,1077.0,1968.0,795.0,0.971,<1H OCEAN
107900.0,-122.23,37.79,52.0,1783.0,395.0,1659.0,412.0,2.9357,NEAR BAY
411500.0,-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,NEAR BAY
192200.0,-117.87,34.11,34.0,1324.0,211.0,799.0,228.0,4.5234,<1H OCEAN
104000.0,-117.66,34.05,36.0,2341.0,520.0,2138.0,523.0,2.3347,INLAND
241200.0,-121.78,36.92,19.0,1515.0,253.0,975.0,266.0,4.3906,<1H OCEAN
110800.0,-117.44,33.92,33.0,2433.0,525.0,1466.0,517.0,3.0437,INLAND
114200.0,-122.35,37.96,36.0,2191.0,531.0,1563.0,524.0,2.5164,NEAR BAY
59200.0,-123.63,41.11,19.0,1797.0,384.0,1033.0,327.0,1.4911,<1H OCEAN
112000.0,-117.4,33.94,37.0,987.0,187.0,551.0,191.0,3.5865,INLAND
150500.0,-118.16,34.0,37.0,1341.0,336.0,1233.0,306.0,3.6583,<1H OCEAN
258300.0,-122.71,38.44,52.0,988.0,283.0,475.0,242.0,1.3684,<1H OCEAN
63700.0,-122.2,39.75,18.0,2603.0,576.0,1616.0,588.0,2.0192,INLAND
150800.0,-117.36,33.2,26.0,2447.0,482.0,1405.0,486.0,3.2917,NEAR OCEAN
230700.0,-121.92,37.26,33.0,1306.0,259.0,762.0,237.0,4.5208,<1H OCEAN
500001.0,-117.77,33.54,28.0,3404.0,497.0,1134.0,466.0,7.2217,<1H OCEAN
64600.0,-123.26,41.86,25.0,2344.0,532.0,1117.0,424.0,2.7222,INLAND
53200.0,-119.28,36.52,19.0,1402.0,324.0,1327.0,316.0,2.25,INLAND
173500.0,-117.0,32.77,30.0,1802.0,401.0,776.0,386.0,2.8125,<1H OCEAN
257000.0,-118.11,33.79,36.0,2223.0,370.0,1039.0,370.0,5.7942,<1H OCEAN
137300.0,-117.05,32.75,35.0,2144.0,388.0,1003.0,383.0,3.0938,NEAR OCEAN
321800.0,-118.83,34.14,16.0,1956.0,312.0,671.0,319.0,6.4001,NEAR OCEAN
89600.0,-120.08,36.79,38.0,1446.0,285.0,928.0,255.0,2.9808,INLAND
